 262144   8192 6.4485e-06 0.0000e+00 0.124 0.015 0.051 0.414 0.062 0.004 0.325 0.001 0.000 0.004 
 262144   8192 6.4499e-06 1.0001e-06 0.124 0.015 0.051 0.414 0.062 0.003 0.325 0.001 0.000 0.004 
 262144   8192 6.4537e-06 1.1053e-06 0.125 0.015 0.051 0.414 0.062 0.003 0.324 0.001 0.000 0.004 
 262144   8192 6.4727e-06 0.0000e+00 0.125 0.015 0.051 0.413 0.062 0.005 0.324 0.001 0.000 0.004 
 262144   8192 6.4354e-06 2.4232e-06 0.122 0.015 0.051 0.415 0.062 0.003 0.325 0.001 0.000 0.004 
 262144   8192 6.4416e-06 0.0000e+00 0.123 0.015 0.051 0.415 0.062 0.004 0.325 0.001 0.000 0.004 
 262144   8192 6.4790e-06 0.0000e+00 0.122 0.015 0.051 0.412 0.062 0.004 0.323 0.001 0.000 0.010 
 262144   8192 6.4677e-06 2.7393e-06 0.127 0.015 0.051 0.413 0.062 0.003 0.324 0.001 0.000 0.004 
 262144   8192 6.4346e-06 0.0000e+00 0.121 0.015 0.051 0.415 0.062 0.004 0.326 0.001 0.000 0.005 
 262144   8192 6.4544e-06 3.9377e-06 0.119 0.015 0.051 0.414 0.062 0.003 0.325 0.001 0.000 0.009 
 262144   8192 6.4350e-06 2.1726e-06 0.122 0.015 0.051 0.415 0.062 0.003 0.325 0.001 0.000 0.004 
 262144   8192 6.4485e-06 0.0000e+00 0.123 0.015 0.051 0.414 0.062 0.004 0.325 0.001 0.000 0.005 
 262144   8192 6.4426e-06 1.0001e-06 0.123 0.015 0.051 0.415 0.062 0.003 0.325 0.001 0.000 0.004 
 262144   8192 6.4421e-06 0.0000e+00 0.123 0.015 0.051 0.415 0.062 0.004 0.325 0.001 0.000 0.005 
